"id";"title";"slug";"acronym";"url";"organization";"organization_id";"owner";"owner_id";"description";"frequency";"license";"temporal_coverage.start";"temporal_coverage.end";"spatial.granularity";"spatial.zones";"featured";"created_at";"last_modified";"tags";"archived";"resources_count";"main_resources_count";"resources_formats";"downloads";"harvest.backend";"harvest.domain";"harvest.created_at";"harvest.modified_at";"harvest.remote_url";"quality_score";"metric.discussions";"metric.reuses";"metric.followers";"metric.views";"metric.resources_downloads"
"65bd17fe9ec6ae3f87a53349";"Paquets de modèle de surcote océanique - HYCOM2D-WARP - Résolution 0,04°";"paquets-de-modele-de-surcote-oceanique-hycom2d-warp-resolution-0-04deg";"";"https://www.data.gouv.fr/fr/datasets/paquets-de-modele-de-surcote-oceanique-hycom2d-warp-resolution-0-04deg/";"Météo-France";"534fff8ba3a7292c64a77ed4";"";"";"Regroupement de différents paramètres du modèle de prévision de la surcote océanique HYCOM2D, forçé par le modèle atmosphérique ARPEGE, et intégrant une simulation de la marée.

Paramètres fournis : surcote instantanée, surcote maximale sur les 3 dernières heures, surcote maximale sur les 24 heures précédentes (toutes les 24h).

Grille COTWEU (62N 43N 9W 10E) - Pas de temps : 1h - Format : GRIB2";"continuous";"Licence Ouverte / Open Licence version 2.0";"2024-02-28";"2024-02-29";"other";"";False;"2024-02-02T16:27:42.402000";"2025-03-26T10:35:24.761000";"hvd,meteodatagouvfr,meteorologiques,pnt,pnt-vague-surcote";False;105;103;"grib2,pdf";3863;"";"";"";"";"";"1.00";0;0;0;762;3403
"65bd17b9775b5222832d67a4";"Paquets de modèle de surcote océanique - HYCOM2D-WARO - Résolution 0,04°";"paquets-de-modele-de-surcote-oceanique-hycom2d-waro-resolution-0-04deg";"";"https://www.data.gouv.fr/fr/datasets/paquets-de-modele-de-surcote-oceanique-hycom2d-waro-resolution-0-04deg/";"Météo-France";"534fff8ba3a7292c64a77ed4";"";"";"Regroupement de différents paramètres du modèle de prévision de la surcote océanique HYCOM2D, forçé par le modèle atmosphérique AROME, et intégrant une simulation de la marée.

Paramètres fournis : surcote instantanée, surcote maximale sur les 3 dernières heures, surcote maximale sur les 24 heures précédentes (toutes les 24h).

Grille COTWEU (62N 43N 9W 10E) - Pas de temps : 1h - Format : GRIB2";"continuous";"Licence Ouverte / Open Licence version 2.0";"2024-02-28";"2024-02-29";"other";"";False;"2024-02-02T16:26:33.733000";"2025-03-26T11:24:45.385000";"hvd,meteodatagouvfr,meteorologiques,pnt,pnt-vague-surcote";False;54;52;"grib2,pdf";2501;"";"";"";"";"";"1.00";0;0;0;863;2171
"65bd17779ec6ae3f87a53348";"Paquets de modèle de surcote océanique - HYCOM2D-MARO - Résolution 0,04°";"paquets-de-modele-de-surcote-oceanique-hycom2d-maro-resolution-0-04deg";"";"https://www.data.gouv.fr/fr/datasets/paquets-de-modele-de-surcote-oceanique-hycom2d-maro-resolution-0-04deg/";"Météo-France";"534fff8ba3a7292c64a77ed4";"";"";"Regroupement de différents paramètres du modèle de prévision de la surcote océanique HYCOM2D, forçé par le modèle atmosphérique AROME, et intégrant une simulation de la marée.

Paramètres fournis : surcote instantanée, surcote maximale sur les 3 dernières heures, surcote maximale sur les 24 heures précédentes (toutes les 24h).

Grille MEDIT (45N 35N 6W 17E) - Pas de temps : 1h - Format : GRIB2";"continuous";"Licence Ouverte / Open Licence version 2.0";"2024-02-28";"2024-02-29";"other";"";False;"2024-02-02T16:25:27.408000";"2025-03-26T11:24:28.494000";"hvd,meteodatagouvfr,meteorologiques,pnt,pnt-vague-surcote";False;54;52;"grib2,pdf";2464;"";"";"";"";"";"1.00";0;0;0;594;1453
"65bd162b9dc0d31edfabc2b9";"Paquets Arome Outre-Mer - Antilles - Résolution 0,025°";"paquets-arome-outre-mer-antilles-resolution-0-025deg";"";"https://www.data.gouv.fr/fr/datasets/paquets-arome-outre-mer-antilles-resolution-0-025deg/";"Météo-France";"534fff8ba3a7292c64a77ed4";"";"";"Regroupement de différents paramètres du modèle atmosphérique français à aire limitée à haute résolution AROME sur les Antilles françaises.

Champs d’analyse et de prévision en points de grille régulière sur le domaine “Antilles”.

Grille : CARAïBES (9,7N 22,9N 75,3W 51,7W) - Pas de temps : 1h";"continuous";"Licence Ouverte / Open Licence version 2.0";"2024-02-28";"2024-02-29";"other";"";False;"2024-02-02T16:19:55.013000";"2025-03-26T13:40:44.166000";"antilles,antilles-francaises,hvd,meteodatagouvfr,meteorologiques,pnt,pnt-arome-outre-mer";False;540;538;"grib2,pdf";18470;"";"";"";"";"";"1.00";0;1;1;837;16920
"65bd1560c73941a5e0ec1891";"Paquets Arome Outre-Mer - Réunion-Mayotte - Résolution 0,025°";"paquets-arome-outre-mer-reunion-mayotte-resolution-0-025deg";"";"https://www.data.gouv.fr/fr/datasets/paquets-arome-outre-mer-reunion-mayotte-resolution-0-025deg/";"Météo-France";"534fff8ba3a7292c64a77ed4";"";"";"Regroupement de différents paramètres du modèle atmosphérique français à aire limitée à haute résolution AROME sur la Réunion-Mayotte.

Champs d’analyse et de prévision en points de grille régulière sur le domaine “Réunion-Mayotte”.

Grille : INDIEN (7,25S 25,9S 32,75E 67,6E) - Pas de temps : 1h";"continuous";"Licence Ouverte / Open Licence version 2.0";"2024-02-28";"2024-02-29";"other";"";False;"2024-02-02T16:16:32.854000";"2025-03-26T13:51:24.639000";"hvd,meteodatagouvfr,meteorologiques,pnt,pnt-arome-outre-mer";False;539;537;"grib2,pdf";16701;"";"";"";"";"";"1.00";0;1;2;899;15978
"65bd1509cc112e6a1458ab95";"Paquets Arome Outre-Mer - Polynésie - Résolution 0,025°";"paquets-arome-outre-mer-polynesie-resolution-0-025deg";"";"https://www.data.gouv.fr/fr/datasets/paquets-arome-outre-mer-polynesie-resolution-0-025deg/";"Météo-France";"534fff8ba3a7292c64a77ed4";"";"";"Regroupement de différents paramètres du modèle atmosphérique français à aire limitée à haute résolution AROME sur la Polynésie.

Champs d’analyse et de prévision en points de grille régulière sur le domaine “Polynésie”.

Grille : POLYN (12,6S 25,25S 157,5W 144,5W) - Pas de temps : 1h";"continuous";"Licence Ouverte / Open Licence version 2.0";"2024-02-28";"2024-02-29";"other";"";False;"2024-02-02T16:15:05.247000";"2025-03-26T14:06:14.184000";"hvd,meteodatagouvfr,meteorologiques,pnt,pnt-arome-outre-mer";False;540;538;"grib2,pdf";14404;"";"";"";"";"";"0.89";0;1;1;769;16529
"65bd14cca6919e97e9699b09";"Paquets Arome Outre-Mer - Nouvelle-Calédonie - Résolution 0,025°";"paquets-arome-outre-mer-nouvelle-caledonie-resolution-0-025deg";"";"https://www.data.gouv.fr/fr/datasets/paquets-arome-outre-mer-nouvelle-caledonie-resolution-0-025deg/";"Météo-France";"534fff8ba3a7292c64a77ed4";"";"";"
Regroupement de différents paramètres du modèle atmosphérique français à aire limitée à haute résolution AROME sur la Nouvelle-Calédonie.

Champs d’analyse et de prévision en points de grille régulière sur le domaine “Nouvelle-Calédonie”.

Grille : NCALED (10S 30S 156E 174E) - Pas de temps : 1h
";"continuous";"Licence Ouverte / Open Licence version 2.0";"2024-02-28";"2024-02-29";"other";"";False;"2024-02-02T16:14:04.820000";"2025-03-26T13:58:33.695000";"hvd,meteodatagouvfr,meteorologiques,pnt,pnt-arome-outre-mer";False;539;537;"grib2,pdf";16757;"";"";"";"";"";"1.00";0;1;1;837;13775
"65bd13e557b26b467363b521";"Paquets Arpège - Résolution 0,25°";"paquets-arpege-resolution-0-25deg";"";"https://www.data.gouv.fr/fr/datasets/paquets-arpege-resolution-0-25deg/";"Météo-France";"534fff8ba3a7292c64a77ed4";"";"";"Regroupement de différents paramètres du modèle français de prévision atmosphérique global Arpège, répartis en 4 groupes d'échéances : 00h-24h, 25h-48h, 49h-72h et 73h-102h.

Données d’analyse et de prévision en points de grille régulière.

Grille GLOB025 - Pas de temps : 1h puis 3h - Format GRIB2
";"continuous";"Licence Ouverte / Open Licence version 2.0";"2024-02-28";"2024-02-29";"other";"";False;"2024-02-02T16:10:13.187000";"2025-03-26T10:33:37.019000";"hvd,meteodatagouvfr,meteorologiques,pnt,pnt-arpege";False;34;32;"grib2,pdf";6137;"";"";"";"";"";"0.89";0;1;2;1672;6622
"65bd13b2eb9e79ab309f6e63";"Paquets Arpège - Résolution 0,1°";"paquets-arpege-resolution-0-1deg";"";"https://www.data.gouv.fr/fr/datasets/paquets-arpege-resolution-0-1deg/";"Météo-France";"534fff8ba3a7292c64a77ed4";"";"";"Regroupement de différents paramètres du modèle français de prévision atmosphérique global Arpège, répartis en plusieurs groupes d’échéances : 00h-12h, 13h-24h, 25h-36h, 37h-48h, 49h-60h, 61h-72h, 73h-84h, 85h-96h et 97h-102h.

Données d’analyse et de prévision en points de grille régulière.

Grille EURAT01 (72N 20N 32W 42E)&#x20;

– Pas de temps :&#x20;

* 1h pour certains paramètres&#x20;

- 1h  jusqu'à l'échéance 48 puis 3h pour les paramètres restant&#x20;

– Format GRIB2
";"continuous";"Licence Ouverte / Open Licence version 2.0";"2024-02-28";"2024-02-29";"other";"";False;"2024-02-02T16:09:22.288000";"2025-03-26T10:25:46.938000";"hvd,meteodatagouvfr,meteorologiques,pnt,pnt-arpege";False;74;72;"grib2,pdf";19476;"";"";"";"";"";"1.00";0;2;2;1751;19772
"65bd12d7bfd26e26804204cb";"Paquets Arome - Résolution 0,025°";"paquets-arome-resolution-0-025deg";"";"https://www.data.gouv.fr/fr/datasets/paquets-arome-resolution-0-025deg/";"Météo-France";"534fff8ba3a7292c64a77ed4";"";"";"
Regroupement de différents paramètres du modèle atmosphérique français à aire limitée et à haute résolution AROME, répartis en plusieurs groupes d’échéances : 00h-06h, 07h-12h, 13h-18h, 19h-24h, 25h-30h, 31h-36h, 37h-42h, 43h-48h et 49h-51h.

Données d’analyse et de prévision en points de grille régulière.

Grille EURW1S40 (55,4N 37,5N 12W 16E) - Pas de temps : 1h - Format GRIB2

";"continuous";"Licence Ouverte / Open Licence version 2.0";"2024-02-28";"2024-02-29";"other";"France";False;"2024-02-02T16:05:43.368000";"2025-03-26T13:27:16.079000";"hvd,meteodatagouvfr,meteorologiques,pnt,pnt-arome-metropole";False;102;99;"grib2,pdf";23515;"";"";"";"";"";"1.00";2;1;1;1675;22104
"65bd1247a6238f16e864fa80";"Paquets Arome - Résolution 0,01°";"paquets-arome-resolution-0-01deg";"";"https://www.data.gouv.fr/fr/datasets/paquets-arome-resolution-0-01deg/";"Météo-France";"534fff8ba3a7292c64a77ed4";"";"";"Regroupement de différents paramètres du modèle atmosphérique français à aire limitée et à haute résolution AROME, en fichiers horaires.

Données d’analyse et de prévision en points de grille régulière.

Grille EURW1S100 (55,4N 37,5N 12W 16E) - Pas de temps : 1h - Format GRIB2";"continuous";"Licence Ouverte / Open Licence version 2.0";"2024-02-28";"2024-02-29";"other";"France";False;"2024-02-02T16:03:19.146000";"2025-03-26T13:13:53.926000";"hvd,meteodatagouvfr,meteorologiques,pnt,pnt-arome-metropole";False;211;208;"grib2,pdf";15732;"";"";"";"";"";"1.00";0;3;2;1518;14851
"656dab84db1bdf627a40eaae";"Informations sur les stations (métadonnées)";"informations-sur-les-stations-metadonnees";"";"https://www.data.gouv.fr/fr/datasets/informations-sur-les-stations-metadonnees/";"Météo-France";"534fff8ba3a7292c64a77ed4";"";"";"## Accès aux caractéristiques des stations météorologiques de métropole et d'outre-mer en service. 

Ce jeu de données vous permet de rechercher les stations par numéro de département, nom de la station ou identifiant (ID). Cliquer ensuite sur l'ID de votre choix.

La fiche complète de la station est accessible sur l'encart ""Fiche de poste"". Cette fiche comprend localisation, date d'ouverture, qualité du site, catalogue des mesures, instrumentation et photographies du site en l'état de nos bases. ";"annual";"Licence Ouverte / Open Licence version 2.0";"1800-01-01";"2023-12-12";"poi";"France";False;"2023-12-04T10:35:48.928000";"2025-02-03T18:11:26.845000";"meteodatagouvfr,metropole,outre-mer,stations,stations-mf";False;2;2;"html,geojson";834428;"";"";"";"";"";"1.00";1;1;1;28754;841301
"6569b51ae64326786e4e8e1a";"Données climatologiques de base - quotidiennes";"donnees-climatologiques-de-base-quotidiennes";"";"https://www.data.gouv.fr/fr/datasets/donnees-climatologiques-de-base-quotidiennes/";"Météo-France";"534fff8ba3a7292c64a77ed4";"";"";"### Présentation

Données climatologiques de toutes les stations de métropole et d'outre-mer depuis leur ouverture, pour tous les paramètres disponibles. Ces données ont subi un contrôle climatologique.

### Informations techniques

- Les données quotidiennes sont proposées en téléchargement, par département, et par lots de période au format csv compressé
- L'ensemble des paramètres est fourni pour l'ensemble des stations météorologiques
- Les heures sont exprimées en UTC pour la métropole et en FU pour l'outre-mer
- La mise à jour des fichiers est annuelle pour les historiques avant 1950, mensuelles pour les fichiers de 1950 jusqu'à l'année -2 et quotidiennes pour les deux dernières années";"daily";"Licence Ouverte / Open Licence version 2.0";"1786-01-01";"2025-02-04";"fr:departement";"";False;"2023-12-01T10:27:38.839000";"2025-03-26T08:39:43.947000";"climatologique-base,climatologique-base-donnees-stations-mf,hvd,meteodatagouvfr,meteorologiques";False;626;624;"csv,csv.gz";536245;"";"";"";"";"";"1.00";2;7;9;16821;578621
"6569b4a48a4161faec6b2779";"Données climatologiques de base - décadaires";"donnees-climatologiques-de-base-decadaires";"";"https://www.data.gouv.fr/fr/datasets/donnees-climatologiques-de-base-decadaires/";"Météo-France";"534fff8ba3a7292c64a77ed4";"";"";"## Présentation
Ce jeu de données contient des fichiers contenant des informations climatologiques de base.

## Informations techniques
- Les données décadaires sont proposées ici en téléchargement, par départements et par lots de périodes au format csv compressé.
- L'ensemble des paramètres météos est fourni pour l'ensemble des postes météorologiques.
- Les heures sont exprimées en UTC pour la métropole et en FU pour l'outre-mer
- Le fichier contenant la période finale depuis le 01/01/2020 est mis à jour régulièrement, chaque début de mois.
- La mise à jour des fichiers est annuelle pour les historiques avant 1950, mensuelles pour les fichiers de 1950 jusqu'à l'année -2 et quotidiennes pour les deux dernières années
";"daily";"Licence Ouverte / Open Licence version 2.0";"1786-01-01";"2025-02-04";"fr:departement";"";False;"2023-12-01T10:25:40.983000";"2025-03-26T07:25:09.495000";"climatologique-base,climatologique-base-donnees-stations-mf,hvd,meteodatagouvfr,meteorologiques";False;315;314;"csv,csv.gz";35874;"";"";"";"";"";"1.00";0;2;0;2368;42326
"6569b4473bedf2e7abad3b72";"Données climatologiques de base - horaires";"donnees-climatologiques-de-base-horaires";"";"https://www.data.gouv.fr/fr/datasets/donnees-climatologiques-de-base-horaires/";"Météo-France";"534fff8ba3a7292c64a77ed4";"";"";"### Présentation

Données climatologiques de toutes les stations de  métropole et outre-mer depuis leur ouverture, pour tous les paramètres disponibles. Les données ont subi un contrôle climatologique
### 
Informations techniques

- Les données horaires sont proposées en téléchargement, par département et par lots de période au format csv compressé
- L'ensemble des paramètres est fourni pour l'ensemble des stations météorologiques
- Les heures sont exprimées en UTC pour la métropole et en FU pour l'outre-mer
- La mise à jour des fichiers est annuelle pour les fichiers par décennie, mensuelles pour les fichiers de la décennie en cours jusqu'à l'année -2 et quotidiennes pour les deux dernières années";"daily";"Licence Ouverte / Open Licence version 2.0";"1770-01-01";"2025-02-04";"fr:departement";"";False;"2023-12-01T10:24:07.200000";"2025-03-26T07:52:08.229000";"climatologique-base,climatologique-base-donnees-stations-mf,hvd,meteodatagouvfr,meteorologiques";False;1453;1452;"csv,csv.gz";368812;"";"";"";"";"";"1.00";4;4;2;15617;381373
"6569b3d7d193b4daf2b43edc";"Données climatologiques de base - mensuelles";"donnees-climatologiques-de-base-mensuelles";"";"https://www.data.gouv.fr/fr/datasets/donnees-climatologiques-de-base-mensuelles/";"Météo-France";"534fff8ba3a7292c64a77ed4";"";"";"### Présentation

Données climatologiques de toutes les stations de métropole et d'outre-mer depuis leur ouverture, pour tous les paramètres disponibles. Les données ont subi un contrôle climatologique.

### Informations techniques

- Les données décadaires sont proposées en téléchargement, par département et par lots de période au format csv compressé
- L'ensemble des paramètres est fourni pour l'ensemble des stations météorologiques
- Les heures sont exprimées en UTC pour la métropole et en FU pour l'outre-mer
- La mise à jour des fichiers est annuelle pour les historiques avant 1950, mensuelles pour les fichiers de 1950 jusqu'à l'année -2 et quotidiennes pour les deux dernières années";"daily";"Licence Ouverte / Open Licence version 2.0";"1786-01-01";"2025-02-04";"fr:departement";"";False;"2023-12-01T10:22:15.271000";"2025-03-26T08:06:12.577000";"climatologique-base,climatologique-base-donnees-stations-mf,hvd,meteodatagouvfr,meteorologiques";False;315;314;"csv,csv.gz";122832;"";"";"";"";"";"1.00";2;7;4;12454;137043
"6569b2c4f1937611d4c8b1a3";"Données changement climatique - LSH (Longues Séries Homogénéisées)";"donnees-changement-climatique-lsh-longues-series-homogeneisees";"";"https://www.data.gouv.fr/fr/datasets/donnees-changement-climatique-lsh-longues-series-homogeneisees/";"Météo-France";"534fff8ba3a7292c64a77ed4";"";"";"### Présentation

Séries mensuelles corrigées par homogénéisation statistique pour les paramètres températures minimales (TN), maximales (TX), insolations (IN) ou précipitations (RR).
Elles sont disponibles pour un ensemble de stations météorologiques.

### Informations techniques

- Les données sont proposées en téléchargement, par paramètre, pour la métropole et l'outer-mer, au format csv compressé
- L'information sur l'état du poste météorologique (ouvert ou fermé) à la date de constitution de ce jeu de fichiers de données est indiquée dans les fichiers
- La mise à jour des fichiers est annuelle
";"annual";"Licence Ouverte / Open Licence version 2.0";"1931-01-01";"2023-12-12";"other";"";False;"2023-12-01T10:17:40.397000";"2025-03-18T11:14:44.149000";"climatic-change,climatologique-changement-climatique,climatologique-changement-climatique-donnees-station,hvd,meteo,meteodatagouvfr,meteofrance,meteorologiques";False;14;7;"csv,zip";11276;"";"";"";"";"";"1.00";1;7;1;3372;11279
"6569b27598256cc583c917a7";"Données changement climatique - SIM quotidienne";"donnees-changement-climatique-sim-quotidienne";"";"https://www.data.gouv.fr/fr/datasets/donnees-changement-climatique-sim-quotidienne/";"Météo-France";"534fff8ba3a7292c64a77ed4";"";"";"### Présentation

Données quotidiennes du modèle de simulation des schémas de surface (Safran - Isba).
Paramètres atmosphériques de surface et bilans des sols en points de grille issus de l'analyse de modèle simulant les flux d’eau et d’énergie à la surface terrestre.

### Informations techniques

- Les données sont proposées en téléchargement, par lots de périodes de 1 à 10 ans, pour la métropole, au format csv compressé
- L'ensemble des paramètres météos est fourni pour l'ensemble des points de la grille Safran.
- La résolution est de 0.072° (environ 8km)
- La mise à jour des fichiers est mensuelle pour la décennie en cours et quotidienne pour la dernière période (depuis le mois précédent)";"daily";"Licence Ouverte / Open Licence version 2.0";"1958-01-01";"2025-02-04";"other";"";False;"2023-12-01T10:16:21.930000";"2025-03-26T09:37:03.736000";"climatologique-changement-climatique,climatologique-changement-climatique-donnees-spatialisees,hvd,meteodatagouvfr,meteorologiques";False;20;9;"csv.gz,sbx,shp,pdf,shx,sbn,kml,prj,csv,odt";22921;"";"";"";"";"";"1.00";0;9;1;35176;28369
"6569b00fe24fc9e1e482f74e";"Données changement climatique - SQR (Séries Quotidiennes de Référence)";"donnees-changement-climatique-sqr-series-quotidiennes-de-reference";"";"https://www.data.gouv.fr/fr/datasets/donnees-changement-climatique-sqr-series-quotidiennes-de-reference/";"Météo-France";"534fff8ba3a7292c64a77ed4";"";"";"### Présentation

Les Séries Quotidiennes de Référence (SQR) sont une sélection de données climatologiques quotidiennes pour une période donnée d'une station météorologique. La constitution des SQR s'appuie sur les résultats de l'homogénéisation pour obtenir les périodes supposées pour une série de données.

Cette sélection est basée sur diverses informations dont les suivantes :

- ruptures d'homogénéité dans la série mensuelle et amplitude des corrections appliquées à la série mensuelle pour obtenir une série mensuelle homogénéisée,
- taux de données manquantes sur la ""période  SQR""
- déplacements successifs du poste de mesure (sur l'horizontale et en altitude)
- continuité d'un même numéro de référence de la station de mesures (alors que les données de plusieurs stations peuvent être aboutées pour constituer la série mensuelle homogénéisée) 

Ces données ont subi un contrôle climatologique. 
 
### Informations techniques

- Les données sont proposées en téléchargement, pour la métropole et l'outre-mer, au format csv compressé
- Les paramètres fournis sont : précipitations RR, températures minimales TN et températures maximales TX
- L'informationsur l'état du poste météorologique (ouvert ou fermé) à la date de constutution de ce jeu de fichiers de donnée est indiquée dans les fichiers
- Les SQR fournies débutent au plus tard en 1991
- La mise à jour des fichiers est annuelle";"punctual";"Licence Ouverte / Open Licence version 2.0";"1976-01-01";"2023-12-12";"other";"";False;"2023-12-01T10:06:07.229000";"2025-03-18T11:20:23.699000";"climat,climatic-change,climatologique-changement-climatique,climatologique-changement-climatique-donnees-station,hvd,meteo,meteodatagouvfr,meteofrance,meteorologiques";False;12;6;"csv,zip";6498;"";"";"";"";"";"1.00";0;1;0;1613;6275
"6569af36ba0c3d2f9d4bf98c";"Données climatologiques de base - décadaires agro";"donnees-climatologiques-de-base-decadaires-agro";"";"https://www.data.gouv.fr/fr/datasets/donnees-climatologiques-de-base-decadaires-agro/";"Météo-France";"534fff8ba3a7292c64a77ed4";"";"";"### Présentation

Données climatologiques, mesurées ou calculées, des stations de métropole et d'outre-mer depuis leur ouverture, pour les paramètres agrométéorologiques : hauteur des précipitations, vitesse moyenne du vent, moyenne des températures minimales et maximales, tension de vapeur moyenne, cumul du rayonnement global, durée d'insolation et ETP Penman.

Ces données ont subi un contrôle climatologique.

### Informations techniques

- Les données sont proposées en téléchargement, par département et par lots de période au format csv compressé
- L'ensemble des paramètres agrométéorologiques est fourni pour l'ensemble des stations météorologiques
- La mise à jour des fichiers est annuelle pour les historiques avant 1950, mensuelles pour les fichiers de 1950 jusqu'à l'année -2 et quotidiennes pour les deux dernières années";"daily";"Licence Ouverte / Open Licence version 2.0";"1786-01-01";"2025-02-04";"fr:departement";"";False;"2023-12-01T10:02:30.251000";"2025-03-26T07:33:06.832000";"climatologique-base,climatologique-base-donnees-stations-mf,meteodatagouvfr";False;307;306;"csv,csv.gz";28165;"";"";"";"";"";"1.00";0;2;0;2814;31382
"6569ad61106d1679c93cdf77";"Données climatologiques de base -  6 minutes";"donnees-climatologiques-de-base-6-minutes";"";"https://www.data.gouv.fr/fr/datasets/donnees-climatologiques-de-base-6-minutes/";"Météo-France";"534fff8ba3a7292c64a77ed4";"";"";"### **Présentation**

Données climatologiques des stations de métropole et d'outre-mer pour le paramètre précipitation au pas temps 6 minutes. L'accès à toute la profondeur de la base de données est possible (depuis juillet 2005 au plus tôt).

### **Informations techniques**

- Les données 6mn de précipitations sont proposées en téléchargement, par département et par lots de période au format csv compressé
- La mise à jour des fichiers est annuelle pour les fichiers par décennie, mensuelles pour les fichiers de la décennie en cours jusqu'à l'année -2 et quotidiennes pour les deux dernières années
- Les heures sont exprimées en UTC pour la métropole et en FU pour l'outre-mer
";"daily";"Licence Ouverte / Open Licence version 2.0";"2000-01-01";"2025-02-04";"fr:departement";"";False;"2023-12-01T09:54:41.642000";"2025-03-26T08:22:31.267000";"climatologique-base,climatologique-base-donnees-stations-mf,hvd,meteodatagouvfr,meteorologiques";False;420;419;"csv,csv.gz";52639;"";"";"";"";"";"1.00";1;2;0;2473;53249
"60587a07ce378266111193e2";"Données mensuelles d'indice d'humidité des sols pour le dispositif  ""catastrophes naturelles""";"donnees-mensuelles-dindice-dhumidite-des-sols-pour-le-dispositif-catastrophes-naturelles";" SWI uniforme";"https://www.data.gouv.fr/fr/datasets/donnees-mensuelles-dindice-dhumidite-des-sols-pour-le-dispositif-catastrophes-naturelles/";"Météo-France";"534fff8ba3a7292c64a77ed4";"";"";"Le SWI (de l’anglais Soil Wetness Index ) est un indice d’humidité des sols documenté dans la littérature scientifique. Il représente, sur une profondeur d’environ deux mètres, l’état de la réserve en eau du sol par rapport à la réserve utile (eau disponible pour l’alimentation des plantes).";"unknown";"Licence Ouverte / Open Licence version 2.0";"";"";"other";"France métropolitaine";False;"2021-03-22T12:05:43.464000";"2023-05-23T13:22:10.602000";"humidite-du-sol,meteo-france,secheresse";False;1;1;"csv";2899;"";"";"";"";"";"0.56";0;1;2;13267;2923
"6058688d9416a64d9a1d9c97";"Prévision de Lame d'eau issue du  modèle de Prévision Immédiate Agrégée Fusionnée";"prevision-de-lame-deau-issue-du-modele-de-prevision-immediate-agregee-fusionnee";"PIAF";"https://www.data.gouv.fr/fr/datasets/prevision-de-lame-deau-issue-du-modele-de-prevision-immediate-agregee-fusionnee/";"Météo-France";"534fff8ba3a7292c64a77ed4";"";"";"Champs de prévision de précipitation en points de grilles issus du modèle atmosphérique PIAF sur la métropole, à haute fréquence de mise à jour, de pas de temps et de résolution fins sur les 3 heures à venir";"unknown";"Licence Ouverte / Open Licence version 2.0";"";"";"other";"France métropolitaine";False;"2021-03-22T10:51:09.183000";"2023-12-11T13:25:42.295000";"france-metropolitaine,meteo,meteo-france,precipitations,previsions";False;1;1;"";332;"";"";"";"";"";"0.44";0;0;0;2343;316
"605863fcc1e4c8d9841a5f61";"Vigilance météorologique Outre Mer";"vigilance-meteorologique-outre-mer";"";"https://www.data.gouv.fr/fr/datasets/vigilance-meteorologique-outre-mer/";"Météo-France";"534fff8ba3a7292c64a77ed4";"";"";"L’information mise à disposition de l’usager est constituée d’un fichier unique zippé qui est mis à jour chaque minute et qui contient l’ensemble des fichiers constituant le flux vigilance Outre Mer. 
Les fichiers des données de l’état de la vigilance sont au format PDF.
Suivant les départements ou territoires: 
- Les bulletins et cartes sont réunis dans un même fichier ou forment 2 fichiers séparés.
- Il existe un fichier par type de phénomène suivi par la vigilance ou un fichier quel que soit le paramètre.
- Il y a une production systématique quotidienne ou une production selon les conditions météorologiques
- Le suivi cyclonique est intégré ou pas à la vigilance.
Les particularités propres à chaque département ou territoire sont précisées dans le descriptif détaillé mis à disposition.  
";"continuous";"Licence Ouverte / Open Licence version 2.0";"";"";"fr:collectivite";"";False;"2021-03-22T10:31:40.566000";"2023-12-11T10:21:43.277000";"meteo,securite-civile,vigilance";False;1;1;"";533;"";"";"";"";"";"0.67";1;1;2;3071;510
"5fa2c828c44c7c694058ba4a";"Inventaire des archives du climat conservées dans les centres de la Direction InterRégionale de Nouvelle-Calédonie";"inventaire-des-archives-du-climat-conservees-dans-les-centres-de-la-direction-interregionale-de-nouvelle-caledonie";"ArClim";"https://www.data.gouv.fr/fr/datasets/inventaire-des-archives-du-climat-conservees-dans-les-centres-de-la-direction-interregionale-de-nouvelle-caledonie/";"Météo-France";"534fff8ba3a7292c64a77ed4";"";"";"**Fourniture, au format xml, des inventaires des fonds d'archives du climat de la Direction Interrégionale de Nouvelle-Calédonie.**

Météo-France conserve ses archives du climat pour assurer ses missions de conservation de la mémoire du climat et de caractérisation scientifique du climat passé et à venir.

Il s’agit essentiellement de relevés d’observations météorologiques rassemblés sur le territoire métropolitain, ultramarin ou dans les anciennes colonies françaises, et de documentation sur les stations météorologiques, les techniques d’observation et les instruments de mesure, depuis la création du premier service météorologique français en 1855.

Météo-France propose un accès à ces fonds par un site web qui met à disposition plusieurs milliers de notices descriptives d’inventaire et offre à la consultation une partie de ces archives sous forme numérique (format JPEG ou PDF). La recherche peut s’effectuer par station météorologique, paramètre météorologique et/ou date. 

**Adresse du site web :** http://archives-climat.fr
";"annual";"Licence Ouverte / Open Licence";"1850-01-01";"2023-12-12";"fr:collectivite";"Wallis-et-Futuna,Nouvelle-Calédonie,Vanuatu";False;"2020-11-04T16:26:32.714000";"2024-12-18T13:14:53.876000";"archive,archives,climat,climatologie,mesures,meteofrance,meteorologie,nouvelle-caledonie,observations,precipitations,temperature,wallis-et-futuna";False;2;2;"xml";110;"";"";"";"";"";"1.00";0;0;0;2284;107
